country, year,population,beef (kg/capita),pig (kg/capita),poultry (kg/capita),sheep(kg/capita),maize (1000 tonnes),rice (1000 tonnes),soy(1000 tonnes),wheat(1000 tonnes)
PRY,1995,4.777,29.971,21.325,6.246,0.58,654,63.91,2394.79,543
PRY,1996,4.888,28.547,18.596,6.231,0.566,1056,62.09,2771,400
PRY,1997,4.998,27.789,18.491,6.473,0.562,874,66.43,2856,229
PRY,1998,5.108,26.481,18.306,6.579,0.586,817,70.28,3053,180
PRY,1999,5.216,30.244,18.111,7.106,0.582,647,98.84,2980,188
PRY,2000,5.323,23.977,23.141,5.79,0.542,947,76.72,3511,220
PRY,2001,5.428,22.475,20.709,6.214,0.529,867,79.8,3300,532
PRY,2002,5.532,27.416,21.326,6.105,0.523,932,78.89,4205,537
PRY,2003,5.633,22.708,11.722,6.112,0.508,1120,81.9,4120,715
PRY,2004,5.731,13.325,21.326,6.64,0.565,830,95.76,4050,800
PRY,2005,5.824,8.634,20.317,6.531,0.499,1100,75.95,3920,620
PRY,2006,5.913,9.424,20.47,6.968,0.509,1250,93.59,6200,800
PRY,2007,5.998,10.172,19.329,4.59,0.485,1425,94.5,7200,800
PRY,2008,6.081,10.299,18.505,5.521,0.466,1858,104.79,4153,1067
PRY,2009,6.164,10.061,18.382,5.33,0.493,3109,153.86,7100,1402
PRY,2010,6.248,9.298,20.282,5.109,0.509,3346,224.14,8373,1464
PRY,2011,6.334,18.672,20.593,5.686,0.513,3079.5,289.24,4040,1560
PRY,2012,6.422,7.965,20.714,5.782,0.518,4120,280.14,8202,1430
PRY,2013,6.51,9.305,21.247,5.915,0.517,3200,435.68,9000,840
PRY,2014,6.6,11.714,21.472,5.893,0.515,4985.9,566.23,8600,1139
PRY,2015,6.689,9.808,21.668,5.828,0.49,5152,602.245,9400,1144
PRY,2016,6.778,11.692,21.9,5.537,0.514,5156,602.427,10050,1020
PRY,2017,6.867,14.143,21.831,5.347,0.515,5344.6,648.627,9950,722.4
PRY,2018,6.956,12.718,21.639,5.298,0.502,4900,628.04,8400,1359
RUS,1990,147.969413,0,0,0,0,2451.15,896.18,717.33,49596.16
RUS,1991,148.39422,0,0,0,0,1969.15,772.73,622.2,38899.22
RUS,1992,148.53819,20.201,0,8.808,2.068,2135.21,753.63,505.36,46166.67
RUS,1993,148.45878,18.901,14.679,8.631,2.206,2441.08,687.523,496.791,43546.55
RUS,1994,148.407906,17.954,13.219,10.484,1.882,891.95,523.232,421.542,32128.21
RUS,1995,148.375796,15.605,12.514,10.863,1.73,1738.44,461.92,290.24,30118.47
RUS,1996,148.160121,15.142,11.679,11.553,1.419,1081.038,388.976,282.893,34834.232
RUS,1997,147.915371,15.255,11.827,12.408,1.293,2652.012,328.072,279.536,44235.132
RUS,1998,147.670787,14.003,11.734,11.325,1.142,799.94,412.166,295.031,26994.7
RUS,1999,147.214777,11.95,10.714,11.312,0.876,1033.569,443.394,334.396,30996.953
RUS,2000,146.596873,10.265,9.545,8.805,0.854,1489.399,584.312,341.754,34460.052
RUS,2001,145.976465,11.224,10.232,12.995,0.818,808.36,495.536,349.635,46996.294
RUS,2002,145.306489,11.962,11.96,14.163,0.845,1499.425,488.133,422.53,50622.106
RUS,2003,144.565937,12.219,11.377,14.113,0.829,2030.896,448.116,392.477,34069.788
RUS,2004,143.821218,12.085,11.754,14.387,0.89,3372.956,469.802,554.236,45433.661
RUS,2005,143.113885,12.703,12.932,17.008,0.987,3060.164,570.816,686.099,47614.681
RUS,2006,142.487259,12.042,14.002,18.11,1.042,3510.351,680.61,804.536,44926.88
RUS,2007,142.114903,13.3,16.579,20.056,1.1,3794.851,704.544,650.596,49372.212
RUS,2008,141.956413,14.317,18.132,21.373,1.261,6672.092,738.3,746.996,63780.793
RUS,2009,141.909248,12.955,17.43,21.808,1.172,3953.431,912.969,945.739,61663.29
RUS,2010,142.389969,12.642,16.786,21.843,1.186,3068.222,1060.658,1225.701,41554.57
RUS,2011,142.960911,13.383,18.52,22.714,1.23,6937.48,1055.574,1647.529,56293.369
RUS,2012,143.201721,13.91,18.221,25.821,1.218,8187.029,1051.891,1687.776,37766.8
RUS,2013,143.506995,12.193,19.239,26.643,1.216,11606.283,934.943,1519.69,52139.681
RUS,2014,143.819657,11.912,17.978,27.761,1.269,11289.731,1048.566,2371.195,59713.148
RUS,2015,144.096881,10.778,18.178,28.992,1.251,13137.678,1109.762,2715.955,61811.486
RUS,2016,144.3424,10.024,19.182,28.831,1.307,15281.594,1080.886,3142.693,73345.68
RUS,2017,144.496738,9.842,20.038,30.442,1.317,13208.095,986.62,3621.713,86002.542
RUS,2018,144.491104,9.996,19.953,30.429,1.291,11419.02,1038.222,4026.85,72136.149
SAU,1990,16.326815,3.017,0,25.612,5.667,4,0,0,3580
SAU,1991,16.867829,3.452,0,27.393,5.716,5,0,0,4035
SAU,1992,17.378833,3.532,0,23.984,5.915,5,0,0,4124
SAU,1993,17.85975,1.987,0,22.19,7.515,6,0,0,3430
SAU,1994,18.31109,2.097,0,20.764,6.579,6,0,0,2646
SAU,1995,18.735841,3.611,0,26.575,7.255,6,0,0,1648
SAU,1996,19.131578,2.457,0,25.24,6.976,7,0,0,1200
SAU,1997,19.505576,2.318,0,27.867,6.7,6,0,0,1795
SAU,1998,19.882458,2.887,0,31.019,6.254,7,0,0,1734
SAU,1999,20.294406,2.064,0,33.837,6.344,4,0,0,2046
SAU,2000,20.764312,2.852,0.079,34.528,6.575,41,0,0,1787
SAU,2001,21.303592,1.737,0.102,36.777,5.866,20,0,0,2082
SAU,2002,21.906308,2.717,0.093,34.665,5.785,30,0,0,2436
SAU,2003,22.556425,2.692,0.079,34.356,5.906,36,0,0,2524
SAU,2004,23.22889,3.264,0.084,31.443,5.849,54,0,0,2776
SAU,2005,23.905654,2.995,0.155,35.942,6.184,91,0,0,2648
SAU,2006,24.578301,3.764,0.132,33.911,5.284,126,0,0,2630
SAU,2007,25.252569,4.018,0.167,34.954,5.493,135,0,0,2558
SAU,2008,25.94077,4.017,0.001,36.541,4.697,163,0,0,1986
SAU,2009,26.661492,4.023,0.002,38.97,4.325,161.4,0,0,1152
SAU,2010,27.425676,4.384,0.177,39.701,4.995,79,0,0,1349
SAU,2011,28.23802,4.189,0.238,38.595,5.378,91.7,0,0,1184
SAU,2012,29.086357,4.48,0.247,37.501,5.513,93.4,0,0,854.25
SAU,2013,29.944476,4.265,0.121,41.568,5.437,95.4,0,0,660.15
SAU,2014,30.776722,4.085,0.2,41.038,5.656,80,0,0,693.776
SAU,2015,31.557144,4.35,0.198,42.932,5.605,77,0,0,10
SAU,2016,31.78758,4.001,0.169,41.542,4.716,94,0,0,10
SAU,2017,32.612641,3.715,0.495,34.566,4.659,80,0,0,10
SAU,2018,33.41366,3.679,0.486,35.233,4.41,84,0,0,500
THA,1990,56.558,3.915,4.632,8.152,0.021,3722,11381.76,0,0
THA,1991,57.232,3.899,5.456,10.755,0.022,3793,13504.8,435.587,0
THA,1992,57.811,3.827,5.837,12.93,0.026,3672,13185.05,480.148,0
THA,1993,58.338,4.045,6.116,13.242,0.02,3231,12211.91,520.6,0
THA,1994,58.875,3.258,6.461,12.17,0.018,3893,13975.48,524.1,0
THA,1995,59.467,4.224,6.373,12.018,0.016,4147,14574.59,453.7,0
THA,1996,60.13,3.76,6.609,12.545,0.012,4533,14783.78,359.094,0.7
THA,1997,60.847,3.271,6.799,12.149,0.012,3832,15609.96,337.79,0.8
THA,1998,61.585,2.864,5.872,12.86,0.013,4617,15225.33,321.235,0.8
THA,1999,62.299,2.564,5.634,11.278,0.013,4286,16001.86,319.015,0.75
THA,2000,62.953,2.217,8.493,10.444,0.014,4462,17108.728,279,0.8
THA,2001,63.539,1.615,8.443,10.422,0.019,4466,18558.508,261,0.8
THA,2002,64.069,1.538,9.384,9.408,0.018,4230,18530.704,236,0.8
THA,2003,64.55,1.547,10.302,9.855,0.019,4178,19742.826,223,0.8
THA,2004,64.995,1.638,10.364,7.969,0.026,4216,19113.926,215,0.8
THA,2005,65.416,1.635,10.686,10.222,0.028,3943,20288.976,220,0.8
THA,2006,65.813,1.718,11.558,9.053,0.027,3716,19853.38,212,1
THA,2007,66.182,1.911,11.673,10.104,0.033,3890,21499.774,184,1
THA,2008,66.531,1.774,10.31,8.334,0.032,4249,21199.226,187,1
THA,2009,66.867,1.785,9.975,8.368,0.029,4616,21447.476,176,1
THA,2010,67.195,1.975,10.209,8.266,0.03,4861,23834.648,152,1
THA,2011,67.518,1.77,9.929,8.17,0.035,4984.26,25224.186,96,1
THA,2012,67.836,1.613,10.619,9.703,0.039,4947.53,25156,64,1
THA,2013,68.145,1.551,10.774,12.653,0.043,4876.18,24336.444,53,2
THA,2014,68.439,1.474,10.528,13.737,0.043,4729.527,20930.454,52,1
THA,2015,68.715,1.283,10.372,10.445,0.043,4611,18153.364,58,1
THA,2016,68.971,1.308,10.148,8.883,0.047,4615,21089.334,55,1
THA,2017,69.21,1.389,9.972,7.901,0.043,4821,21779.138,38,1.3
THA,2018,69.428,1.306,9.899,8.288,0.047,5035,21158.844,43,1.3
TUR,1990,55.12,4.955,0.006,6.766,5.922,2100,138,0,20022
TUR,1991,56.055,4.761,0.005,6.648,5.833,2180,114,110,20419
TUR,1992,56.986,4.241,0.004,6.95,5.687,2225,129,95,19318
TUR,1993,57.913,4.13,0.003,7.13,5.582,2500,135,63,21016
TUR,1994,58.837,3.783,0.005,7.296,4.962,1850,120,70,17514
TUR,1995,59.756,3.703,0.005,7.543,6.146,1900,120,75,18015
TUR,1996,60.671,3.808,0.001,6.324,5.403,2000,168,50,18515
TUR,1997,61.582,4.464,0.001,6.934,5.482,2080,165,40,18650
TUR,1998,62.464,4.15,0.002,7.136,5.341,2300,189,57,21000
TUR,1999,63.364,3.986,0.001,8.546,5.18,2297,204,62,18000
TUR,2000,64.268751,3.964,0.002,9.268,5.19,2300,210,45,21009
TUR,2001,65.166331,3.638,0.001,8.408,4.806,2200,216,54,19007
TUR,2002,66.002506,3.532,0.001,9.605,4.492,2100,216,95,19500
TUR,2003,66.794551,3.191,0.001,11.779,4.155,2800,223.2,85,19000
TUR,2004,67.598736,3.927,0,11.681,4.176,3000,294,50,21000
TUR,2005,68.43538,3.373,0,12.143,4.083,4200,360,29,21500
TUR,2006,69.295253,3.523,0,11.486,4.033,3811,417.6,47,20010
TUR,2007,70.158112,4.344,0,13.277,4.083,3535,388.8,31,17234
TUR,2008,71.051689,3.726,0,13.078,4,4274,451.8,34,17782
TUR,2009,72.039215,3.16,0,14.938,3.696,4250,450,38,20600
TUR,2010,73.142162,6.387,0,16.262,3.341,4310,516,87,19674
TUR,2011,74.223642,7.079,0,16.911,3.541,4200,540,122,21800
TUR,2012,75.175836,7.546,0,17.195,3.801,4600,528,122,20100
TUR,2013,76.147634,7.867,0,16.583,4.079,5900,540,180,22050
TUR,2014,77.181894,7.882,0,17.501,4.333,5950,498,149,19000
TUR,2015,78.218488,9.217,0,18.207,4.554,6400,552,160,22600
TUR,2016,79.277971,9.342,0,17.726,4.504,6400,552,164,20600
TUR,2017,80.312708,8.599,0,19.163,4.376,5900,540,139,21500
TUR,2018,81.407211,9.839,0,18.623,4.308,5700,564,140,20000
UKR,1990,51.463,0,0,0,0,200,0.015,0,0
UKR,1991,51.461,0,0,0,0,4747,68.03,135.327,27860.515
UKR,1992,51.416,20.716,17.716,8.544,0.599,2851,61.391,120,19507
UKR,1993,51.316,17.544,15.327,6.237,0.514,3785,45.382,61,21831
UKR,1994,51.148,15.857,13.12,4.556,0.734,1539,52.697,31,13857
UKR,1995,50.904,13.499,12.338,4.064,0.66,3600,53.38,22,17000
UKR,1996,50.58,11.023,12.144,5.372,0.543,1870,55.686,15,15000
UKR,1997,50.187,10.919,10.89,4.237,0.416,5340,43.35,18,19000
UKR,1998,49.747,9.586,10.607,4.443,0.364,2301,47.82,36,17000
UKR,1999,49.289,9.21,10.107,5.208,0.337,1737,42.42,45,15000
UKR,2000,48.838,11.912,11.914,4.413,0.303,3800,59.83,64,11000
UKR,2001,48.402,7.978,9.554,6.059,0.277,3850,45.823,74,21333
UKR,2002,47.98,8.212,9.794,7.243,0.301,4180,50.292,125,19756
UKR,2003,47.582,8.274,10.267,8.224,0.303,6880,56.028,245,3600
UKR,2004,47.217,8.004,9.9,12.807,0.307,8870,53.627,264,17520
UKR,2005,46.891,8.249,9.046,12.522,0.304,7167,61.364,613,18699
UKR,2006,46.607,8.839,9.792,14.584,0.276,6425.6,66.367,889,13947.3
UKR,2007,46.366,7.998,11.943,16.228,0.29,7421.1,72.036,722,13937.7
UKR,2008,46.159,7.585,13.502,20.438,0.326,11446.8,67.167,813,25885.4
UKR,2009,45.971,6.798,11.661,20.936,0.341,10486.3,95.314,1043,20886.4
UKR,2010,45.792,6.417,13.043,21.209,0.406,11953,98.716,1680,16851.3
UKR,2011,45.62,6.041,13.738,20.029,0.379,22837.9,113.323,2260,22323.6
UKR,2012,45.454,5.815,16.069,22.116,0.383,20961.3,106.587,2410,15762.6
UKR,2013,45.287,6.325,16.161,21.936,0.365,30949.55,96.782,2663,22279.3
UKR,2014,45.112,6.111,13.405,21.244,0.283,28496.81,33.95,3871,24113.97
UKR,2015,44.922,5.496,12.863,21.142,0.27,23327.57,41.688,3931,26532.1
UKR,2016,44.714,5.345,13.144,20.491,0.265,28074.61,43.222,4277,26099
UKR,2017,44.488,5.016,13.01,21.062,0.269,24668.8,42.621,3899,26159
UKR,2018,44.246,5.027,13.009,21.576,0.276,35801.05,46.163,4461,24605.84
USA,1990,249.622814,30.673,22.496,35.072,0.63,201539.47,4928.083,52415.295,74296.959
USA,1991,252.980941,30.46,22.795,36.524,0.622,189879.95,5029.107,54064.584,53890.402
USA,1992,256.514224,30.359,24.06,37.937,0.603,240734.75,5669.979,59603.04,67136.429
USA,1993,259.918588,29.718,23.746,38.599,0.586,160947.07,4931.24,50893.92,65220.423
USA,1994,263.125821,30.772,24.054,39.201,0.527,256625.99,6241.397,68448.24,63168.336
USA,1995,266.278393,30.956,23.708,39.055,0.521,187314.35,5486.873,59167.584,59401.642
USA,1996,269.394284,31.05,22.144,39.808,0.496,234523.96,5417.419,64774.08,61981.719
USA,1997,272.646925,30.316,21.903,40.049,0.488,233871.13,5777.317,73178.381,67536.504
USA,1998,275.854104,30.658,23.541,40.355,0.522,247887.96,5821.515,74599.056,69324.595
USA,1999,279.040168,30.972,24.075,42.8,0.513,239558.64,6503.428,72250.315,62460.72
USA,2000,282.162411,31.067,23.414,43.227,0.502,251863.37,6023.563,75061.728,60642.691
USA,2001,284.968955,30.378,22.988,43.229,0.516,241395.21,6797.029,78681.456,53000.439
USA,2002,287.625193,31.038,23.581,45.262,0.529,228821.22,6661.278,75007.296,44062.704
USA,2003,290.107933,29.803,23.726,45.632,0.506,256915.83,6312.114,66788.064,63821.52
USA,2004,292.805298,30.33,23.522,46.611,0.509,299921.41,7336.877,85022.784,58732.128
USA,2005,295.516599,30.049,22.925,47.288,0.481,282267.02,7049.59,83362.608,57289.68
USA,2006,298.379912,30.171,22.636,47.528,0.477,267610.07,6143.53,87009.552,49315.392
USA,2007,301.231207,29.903,23.265,46.769,0.511,332105.75,6263.496,72857.232,56255.472
USA,2008,304.093966,28.71,22.654,46.611,0.451,307389.6,6430.817,80749.872,68012.784
USA,2009,306.771529,28.037,22.914,44.523,0.441,332562.98,6942.251,91418.544,60365.088
USA,2010,309.326085,27.257,21.851,45.536,0.409,316178.69,7674.676,90602.064,60065.712
USA,2011,311.580009,26.262,20.86,46.52,0.378,313968.72,5837.3,84206.304,54404.784
USA,2012,313.874218,26.083,20.885,44.522,0.381,273198.51,6298.223,82791.072,61290.432
USA,2013,316.057727,25.595,21.408,44.33,0.408,351284.26,5998.307,91391.328,58106.16
USA,2014,318.386421,24.627,21.172,45.05,0.437,361114.83,7014.863,106877.23,55139.616
USA,2015,320.742673,24.599,22.706,47.783,0.454,345518,6096.174,106850.02,56119.392
USA,2016,323.071342,25.308,22.883,48.421,0.452,384789.5,7074.846,116919.94,62841.744
USA,2017,325.147121,25.939,22.893,48.901,0.48,370970.81,5625.781,120049.78,47355.84
USA,2018,327.167434,26.057,23.246,49.439,0.509,364264.68,7065.375,120512.45,51302.16
VNM,1990,67.989,1.686,8.147,2.188,0.036,671,12823.07,0,0
VNM,1991,69.437,1.661,7.731,2.08,0.03,672,13087.87,80,0
VNM,1992,70.883,1.702,8.857,2.172,0.029,748,14400.53,80,0
VNM,1993,72.3,1.648,9.226,2.038,0.032,882,15232.27,105.7,0
VNM,1994,73.651,1.664,9.972,2.024,0.038,1144,15693.17,124.5,0
VNM,1995,74.91,1.675,10.38,2.051,0.049,1177,16650.98,125.5,0
VNM,1996,76.069,1.61,10.698,2.265,0.054,1537,17606.79,113.8,0
VNM,1997,77.133,1.485,10.972,3.238,0.053,1651,18358.5,113,0
VNM,1998,78.116,1.457,11.547,3.362,0.053,1612,19440.38,146.7,0
VNM,1999,79.036,1.577,12.271,3.607,0.052,1753,20939.79,147.2,0
VNM,2000,79.91,1.622,13.646,4.005,0.053,2006,21144.5,149.3,0
VNM,2001,80.743,1.678,14.302,4.18,0.053,2162,20870.46,176.3,0
VNM,2002,81.534,1.711,15.608,4.62,0.058,2511,22390.68,201.4,0
VNM,2003,82.302,1.736,16.836,4.855,0.065,3136,22469.72,201,0
VNM,2004,83.063,1.878,21.186,4.504,0.083,3430.9,23497.5,201,0
VNM,2005,83.833,2.199,21.07,4.184,0.097,3787.1,23291.385,293,0
VNM,2006,84.618,2.506,23.812,4.895,0.11,3854.5,23302.175,258,0
VNM,2007,85.42,3.316,23.294,6.288,0.119,4303.2,23362.95,275,0
VNM,2008,86.243,4.199,25.071,7.936,0.099,4573.1,25174.5,268,0
VNM,2009,87.092,4.966,27.278,9.017,0.096,4371.7,25317.5,215,0
VNM,2010,87.968,4.643,26.871,10.864,0.092,4606.8,26003.64,299,0
VNM,2011,88.871,6.394,27.192,15.451,0.087,4835.717,27559.025,267,0
VNM,2012,89.802,6.545,27.708,12.231,0.079,4973.482,28429.57,174,0
VNM,2013,90.753,8.328,28.666,11.999,0.089,5190.895,28625.35,168,0
VNM,2014,91.714,10.075,29.652,12.852,0.108,5202.511,29233.49,158,0
VNM,2015,92.677,9.75,29.843,15.062,0.125,5287.261,29309.15,146,0
VNM,2016,93.64,9.63,30.27,13.502,0.123,5247,28057.25,148,0
VNM,2017,94.601,10.584,30.508,11.894,0.159,5132,27795.95,102,0
VNM,2018,95.546,8.935,31.399,15.361,0.164,4906,28586.48,81,0
WLD,1990,5330.94346,6.564,9.687,5.956,1.346,470109.75,348786.14,88720.708,539753.31
WLD,1991,5418.758803,6.664,9.919,6.781,1.554,482792.91,347952.12,111630.26,559941.49
WLD,1992,5504.401149,6.936,9.888,7.172,1.559,539402.64,354236.45,120440.53,570783.24
WLD,1993,5588.094837,6.796,10.43,7.399,1.566,480059.97,355832.08,119557.78,576845.51
WLD,1994,5670.319703,6.853,10.7,7.845,1.583,569054.42,361805.92,135464.95,540506.38
WLD,1995,5751.474416,6.844,10.637,8.356,1.594,522073.29,369245.51,124676.03,560722.2
WLD,1996,5831.56502,6.793,10.478,8.475,1.52,593031.41,384049.85,132252.89,601243.25
WLD,1997,5910.566295,6.817,10.887,8.775,1.554,582684.09,387856.3,155886.08,628475.97
WLD,1998,5988.846103,6.734,11.402,9.069,1.584,610563,390372.04,159274.01,610675.87
WLD,1999,6066.867391,6.744,11.253,9.434,1.589,613733.33,409876.58,157120.56,603435.97
WLD,2000,6145.006989,6.731,11.384,9.75,1.64,593310.21,399995.75,174194.04,587242.71
WLD,2001,6223.412158,6.516,11.445,9.986,1.611,609191.57,400658.83,183631.51,587692.59
WLD,2002,6302.149639,6.677,11.59,10.341,1.607,617556.66,380147.31,196597.91,576058.75
WLD,2003,6381.408987,6.691,11.619,10.448,1.624,639788.95,391612.91,184396.63,560027.95
WLD,2004,6461.370865,6.687,11.587,10.643,1.666,727885.26,404465.55,215289.55,629733.95
WLD,2005,6542.159383,6.724,11.722,10.904,1.697,713271.13,423402.73,219929.21,623483.86
WLD,2006,6623.847913,6.861,11.893,11.134,1.697,724559.9,425408.86,237538.78,603842.13
WLD,2007,6706.418593,6.941,11.627,11.624,1.737,812071.68,435945.45,221448.64,613568.61
WLD,2008,6789.771253,6.77,11.935,12.064,1.698,822733.34,458301.62,220782.92,680844.55
WLD,2009,6873.741054,6.635,12.116,12.163,1.686,851363.38,454707.02,261933.71,686905.53
WLD,2010,6958.169159,6.574,12.247,12.734,1.674,867055.67,468940.48,268872.54,653063.95
WLD,2011,7043.008586,6.449,12.197,13.087,1.664,926072.88,485318.28,250656.11,699081.14
WLD,2012,7128.176935,6.433,12.439,13.299,1.649,919288.74,491135.42,271323.35,660614.8
WLD,2013,7213.426452,6.472,12.577,13.344,1.675,1054087,497212.18,286831.03,715577.13
WLD,2014,7298.453033,6.362,12.723,13.527,1.698,1074827.9,497304.95,322434.15,734418.29
WLD,2015,7383.00882,6.308,12.632,13.876,1.737,1034828.7,495534.99,318407.25,738374.26
WLD,2016,7466.96428,6.357,12.435,14.101,1.734,1155732.4,505543.36,351147.28,758999.25
WLD,2017,7550.262101,6.375,12.394,14.13,1.743,1108076.2,509896.45,341570.96,761247.63
WLD,2018,7632.819325,6.401,12.327,14.334,1.745,1138337.1,517605.81,359209.9,731220.12
ZAF,1990,37.560525,13.4,2.703,13.028,3.947,8614,2,0,1709
ZAF,1991,38.437855,13.495,2.302,12.027,3.87,3277,2,68,2142
ZAF,1992,39.360225,12.769,2.561,11.969,3.991,9997,2,68.631,1324
ZAF,1993,40.300161,11.516,2.364,11.937,3.6,13275,2,67.735,1984
ZAF,1994,41.218901,9.969,2.318,13.427,4.193,4866,2,58.532,1840
ZAF,1995,42.088165,9.829,2.568,14.833,3.257,10171,2,80,1977
ZAF,1996,42.89852,9.35,2.455,14.57,3.37,10136,2,120,2712
ZAF,1997,43.657024,8.979,2.322,15.739,3.288,7693,2,201,2429
ZAF,1998,44.372112,8.834,2.188,14.379,3.196,7966,2,201,1892
ZAF,1999,45.058775,10.424,2.301,15.625,3.638,11431,2,175,1725
ZAF,2000,45.728315,9.468,2.091,17.213,3.157,7772,2.001,149,2428
ZAF,2001,46.385006,9.119,2.097,18.084,2.783,10076,2.001,210,2504
ZAF,2002,45.76571,9.108,2.063,18.777,2.723,9705,2.001,202,2438
ZAF,2003,46.243716,9.386,2.802,19.328,2.656,9710,2.001,137,1547
ZAF,2004,46.741256,10.034,3.005,19.779,3.045,11716,2.001,220,1680
ZAF,2005,47.268914,10.971,2.809,20.962,3.009,6935,2.001,273,1905
ZAF,2006,47.839908,12.046,3.279,22.503,3.185,7339,2.001,424,2105
ZAF,2007,48.476016,11.89,3.361,24.691,3.671,13164,2.001,205,1905
ZAF,2008,49.17655,11.099,3.062,27.014,3.466,12567,2.001,282,2172
ZAF,2009,49.928233,11.095,3.299,27.605,3.199,13421,2.001,516,1967
ZAF,2010,50.724112,12.103,3.519,28.506,2.986,10924,2.001,566,1436
ZAF,2011,51.550684,11.719,3.58,29.843,2.752,12759,2.001,710,2013
ZAF,2012,52.409724,11.635,3.654,30.377,2.855,12486,2.001,650,1879
ZAF,2013,53.282289,12.372,3.513,32.894,3.154,14925,2.001,785,1879
ZAF,2014,54.166787,12.585,3.365,34.106,3.273,10629,2.001,948,1759
ZAF,2015,55.055626,13.099,3.523,33.924,2.999,8214.5,2.001,1070,1449
ZAF,2016,55.946872,13.132,3.454,33.95,2.957,17551,2.001,742,1910
ZAF,2017,56.837474,12.067,3.388,33.371,2.68,13104,2.001,1316,1535
ZAF,2018,57.725606,11.751,3.698,34.751,2.631,11630.16,2.001,1540,1868
